date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:20	81419/81419	---M-Z	200	added ('OK')	text/html	etag:%2213e0b-65201a0b-fe843caf420ad2ce;gz%22	https://validthemes.net/site-template/ventix/index-2-vcard-light.html	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/index-2-vcard-light.html	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:21	5244/5244	---M--	200	added ('OK')	image/png	etag:%22147c-65201a0b-d821ccb5aec8b482;;;%22	https://validthemes.net/site-template/ventix/assets/img/shape/harnd.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/shape/harnd.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:21	28560/28560	---M--	200	added ('OK')	image/png	etag:%226f90-65201a0b-b6e142203b4bb0f8;;;%22	https://validthemes.net/site-template/ventix/assets/img/logo-icon.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/logo-icon.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:23	5146/5146	---M--	200	added ('OK')	image/png	etag:%22141a-65201a0b-8b6a8e10bac14144;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/wordpress.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/wordpress.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:24	3056/3056	---M--	200	added ('OK')	image/png	etag:%22bf0-65201a0b-3c701e99191c3dc4;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/figma.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/figma.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:50	1852/1852	---M--	200	added ('OK')	image/png	etag:%2273c-65201a0b-13b5ac6b359717ca;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/web-design.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/web-design.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:38:58	6194/6194	---M--	200	added ('OK')	image/png	etag:%221832-65201a0b-d8fef3fccebac24b;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/app-development.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/app-development.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:01	3956/3956	---M--	200	added ('OK')	image/png	etag:%22f74-65201a0b-34e64376924251da;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/camera.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/camera.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:06	3148/3148	---M--	200	added ('OK')	image/png	etag:%22c4c-65201a0b-c106593b1e735156;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/1.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/1.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:10	5941/5941	---M--	200	added ('OK')	image/png	etag:%221735-65201a0b-48a99db6d4649162;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/2.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/2.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:16	31310/31310	---M--	200	added ('OK')	image/jpeg	etag:%227a4e-65201a0b-736454f18dd5e2f1;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/1.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/1.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:19	127048/127048	---M--	200	added ('OK')	image/jpeg	etag:%221f048-65201a0b-b6ad95899c9bc465;;;%22	https://validthemes.net/site-template/ventix/assets/img/services/3.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/services/3.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:25	23092/23092	---M--	200	added ('OK')	image/jpeg	etag:%225a34-65201a0b-69cddaded8d025df;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/2.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/2.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:26	28293/28293	---M--	200	added ('OK')	image/jpeg	etag:%226e85-65201a0b-58d3d788e249f846;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/3.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/3.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:36	28153/28153	---M--	200	added ('OK')	image/jpeg	etag:%226df9-65201a0b-85d7135b1bbfb4a8;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/4.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/4.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:39:39	185427/185427	---M--	200	added ('OK')	image/png	etag:%222d453-65201a0b-992522a1584f57ae;;;%22	https://validthemes.net/site-template/ventix/assets/img/illustration/1.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/illustration/1.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:07	64380/64380	---M--	200	added ('OK')	image/jpeg	etag:%22fb7c-65201a0b-ddb62ce3a460522e;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/v2.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/v2.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:08	128645/128645	---M--	200	added ('OK')	image/jpeg	etag:%221f685-65201a0b-26390a72608a8689;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/v1.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/v1.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:11	390048/390048	---M--	200	added ('OK')	image/png	etag:%225f3a0-65201a0b-a6108a1a3df6c0df;;;%22	https://validthemes.net/site-template/ventix/assets/img/illustration/6.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/illustration/6.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:26	50802/50802	---M--	200	added ('OK')	image/jpeg	etag:%22c672-65201a0b-965b705bcee19fb7;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/v3.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/v3.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:26	60032/60032	---M--	200	added ('OK')	image/jpeg	etag:%22ea80-65201a0b-5f0ee44906d3a63;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/12.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/12.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:28	61852/61852	---M--	200	added ('OK')	image/jpeg	etag:%22f19c-65201a0b-3536c294facce519;;;%22	https://validthemes.net/site-template/ventix/assets/img/team/15.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/team/15.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:31	114716/114716	---M--	200	added ('OK')	image/jpeg	etag:%221c01c-65201a0b-5524390a625b0d57;;;%22	https://validthemes.net/site-template/ventix/assets/img/portfolio/13.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/portfolio/13.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:31	7966/7966	---M--	200	added ('OK')	image/png	etag:%221f1e-65201a0b-63c8465d7f9c1cfe;;;%22	https://validthemes.net/site-template/ventix/assets/img/brand/1.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/brand/1.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:32	3466/3466	---M--	200	added ('OK')	image/png	etag:%22d8a-65201a0b-cd46c95047c9d07e;;;%22	https://validthemes.net/site-template/ventix/assets/img/brand/2.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/brand/2.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:33	3280/3280	---M--	200	added ('OK')	image/png	etag:%22cd0-65201a0b-408448d86b5e7324;;;%22	https://validthemes.net/site-template/ventix/assets/img/brand/5.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/brand/5.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:33	4246/4246	---M--	200	added ('OK')	image/png	etag:%221096-65201a0b-3c646a3d8b3c0935;;;%22	https://validthemes.net/site-template/ventix/assets/img/brand/4.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/brand/4.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:35	44097/44097	---M--	200	added ('OK')	image/jpeg	etag:%22ac41-65201a0b-b9dcfd09e515319f;;;%22	https://validthemes.net/site-template/ventix/assets/img/team/14.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/team/14.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:37	3355/3355	---M--	200	added ('OK')	image/png	etag:%22d1b-65201a0b-3cf21f370fa6f635;;;%22	https://validthemes.net/site-template/ventix/assets/img/brand/3.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/brand/3.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:37	34221/34221	---M-Z	200	added ('OK')	text/html	etag:%2285ad-65201a0b-cdcd88b634fc246e;gz%22	https://validthemes.net/site-template/ventix/blog-single-with-sidebar.html	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/blog-single-with-sidebar.html	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:49	51910/51910	---M--	200	added ('OK')	image/jpeg	etag:%22cac6-65201a0b-143a5f32ac9d4c06;;;%22	https://validthemes.net/site-template/ventix/assets/img/blog/2.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/blog/2.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:53	25532/25532	---M--	200	added ('OK')	image/jpeg	etag:%2263bc-65201a0b-126cd7434a991dcb;;;%22	https://validthemes.net/site-template/ventix/assets/img/blog/3.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/blog/3.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:40:54	3929/3929	---M--	200	added ('OK')	image/png	etag:%22f59-65201a0b-7a41a8c4ba70fd36;;;%22	https://validthemes.net/site-template/ventix/assets/img/icon/call-dark.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/icon/call-dark.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:00	34974/34974	---M--	200	added ('OK')	image/jpeg	etag:%22889e-65201a0b-69ae6a6585f02175;;;%22	https://validthemes.net/site-template/ventix/assets/img/blog/1.jpg	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/blog/1.jpg	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:03	89500/89500	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9c-65201a0b-2891031359c20f4d;gz%22	https://validthemes.net/site-template/ventix/assets/js/jquery-3.6.0.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/jquery-3.6.0.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:04	4474/4474	---M-Z	200	added ('OK')	application/x-javascript	etag:%22117a-65201a0b-fd758c8120958e38;gz%22	https://validthemes.net/site-template/ventix/assets/js/jquery.appear.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/jquery.appear.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:06	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-65201a0b-38caa3bc307a92a2;gz%22	https://validthemes.net/site-template/ventix/assets/js/bootstrap.bundle.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/bootstrap.bundle.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:06	5599/5599	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215df-65201a0b-b1be8725514e5220;gz%22	https://validthemes.net/site-template/ventix/assets/js/jquery.easing.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/jquery.easing.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:06	88766/88766	---M--	200	added ('OK')	image/png	etag:%2215abe-65201a0b-af009b00de1493fe;;;%22	https://validthemes.net/site-template/ventix/assets/img/shape/map.png	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/img/shape/map.png	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:07	462/462	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce-65201a0b-ba71f1a7ea6b68ba;gz%22	https://validthemes.net/site-template/ventix/assets/js/progress-bar.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/progress-bar.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:08	4446/4446	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115e-65201a0b-36ef59a69c4d4e8a;gz%22	https://validthemes.net/site-template/ventix/assets/js/circle-progress.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/circle-progress.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:13	5441/5441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221541-65201a0b-93ce789a2ec0227a;gz%22	https://validthemes.net/site-template/ventix/assets/js/imagesloaded.pkgd.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:13	35313/35313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2289f1-65201a0b-77e0a771cd7fd645;gz%22	https://validthemes.net/site-template/ventix/assets/js/isotope.pkgd.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/isotope.pkgd.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:20	2621/2621	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3d-65201a0b-a872a96f5ecb0ba0;gz%22	https://validthemes.net/site-template/ventix/assets/js/count-to.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/count-to.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:21	1124/1124	---M-Z	200	added ('OK')	application/x-javascript	etag:%22464-65201a0b-648014ab634b2b94;gz%22	https://validthemes.net/site-template/ventix/assets/js/jquery.scrolla.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/jquery.scrolla.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:21	3726/3726	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e8e-65201a0b-9bb0c327a1fafc15;gz%22	https://validthemes.net/site-template/ventix/assets/js/ScrollOnReveal.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/ScrollOnReveal.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:25	138767/138767	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221e0f-65201a0b-640ce2bf36edc1e3;gz%22	https://validthemes.net/site-template/ventix/assets/js/swiper-bundle.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/swiper-bundle.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:25	64021/64021	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fa15-65201a0b-d63d7bf526158680;gz%22	https://validthemes.net/site-template/ventix/assets/js/YTPlayer.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/YTPlayer.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:26	29984/29984	---M-Z	200	added ('OK')	application/x-javascript	etag:%227520-65201a0b-920a070c005e7347;gz%22	https://validthemes.net/site-template/ventix/assets/js/validnavs.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/validnavs.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:48	40791/40791	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f57-65201a0b-42596a7b10e0d431;gz%22	https://validthemes.net/site-template/ventix/assets/js/ScrollTrigger.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/ScrollTrigger.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:50	7522/7522	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d62-65201a0b-d028365bce1c6731;gz%22	https://validthemes.net/site-template/ventix/assets/js/main.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/main.js	(from https://validthemes.net/site-template/ventix/index-light.html)
15:41:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/ventix/assets/fonts/fa-brands-400.eot	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/fonts/fa-brands-400.4c.delayed	(from https://validthemes.net/site-template/ventix/assets/css/font-awesome.min.css)
15:41:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/ventix/assets/fonts/fa-brands-400.eot?	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/fonts/fa-brands-400d41d.eot	(from https://validthemes.net/site-template/ventix/assets/css/font-awesome.min.css)
15:41:53	116228/116228	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c604-65201a0b-79a406e596f1c53;gz%22	https://validthemes.net/site-template/ventix/assets/js/TweenMax.min.js	C:/Users/GREATNESS/Desktop/portfolio/portfolio/portfolio/validthemes.net/site-template/ventix/assets/js/TweenMax.min.js	(from https://validthemes.net/site-template/ventix/index-light.html)
